wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
Elmyuipz8,https://weibo.cn/comment/Elmyuipz8?uid=1837896330&rl=0#cmtfrm,❤️ I'm in happy Sancerre hangover ❤️  ,2016-12-09 23:24,1,0,0,,,
DEVDD9gEK,https://weibo.cn/comment/DEVDD9gEK?uid=1837896330&rl=0#cmtfrm,"Again, people pray for Nice, for Paris, for Brussels, but never for Baghdad, Dhaka, or Ankara. What a sad thing to think about.  ",2016-07-15 16:55,10,0,0,,,
Elwf6eD0c,https://weibo.cn/comment/Elwf6eD0c?uid=1837896330&rl=0#cmtfrm,"一口咖啡一口橙子，re-enacting the ""Bonjour Tristesse"" moment, 只是差了南法的艳阳与台阶。  ",2016-12-11 00:04,6,0,0,,,
EEROM8Og9,https://weibo.cn/comment/EEROM8Og9?uid=1837896330&rl=0#cmtfrm,我为什么要假装做一个知识分子，嗯？#thesis#  ,2017-04-17 05:55,3,0,0,,,
EkPgJw5iO,https://weibo.cn/comment/EkPgJw5iO?uid=1837896330&rl=0#cmtfrm,"""I'm like a nymphomaniac who never gets an orgasm."" Love this quote ✌️️  原图 ",2016-12-06 10:40,2,0,0,,,
EvMLWnXKZ,https://weibo.cn/comment/EvMLWnXKZ?uid=1837896330&rl=0#cmtfrm,哈哈哈Camille Henrot都开始用美图秀秀了   美国·纽约  显示地图 [组图共2张] 原图 ,2017-02-16 12:32,3,0,0,,,
Ex60WmeWt,https://weibo.cn/comment/Ex60WmeWt?uid=1837896330&rl=0#cmtfrm,天气一转暖，纽约街头的各种迷幻气味就复苏了。我也想保持积极乐观，但作为一只嗅觉特别灵敏的，真的控制不了我自己。  ,2017-02-25 03:21,3,0,0,,,
E5BcijrMK,https://weibo.cn/comment/E5BcijrMK?uid=1837896330&rl=0#cmtfrm,This turns me on.『QQ音乐』把悲伤留给自己  ,2016-08-28 07:16,2,0,0,,,
E4Za90Yuy,https://weibo.cn/comment/E4Za90Yuy?uid=1837896330&rl=0#cmtfrm,单身女子刚搬进新家后的厨房是这样子的  原图 ,2016-08-24 06:26,6,0,4,,,
EDCByfHT3,https://weibo.cn/comment/EDCByfHT3?uid=1837896330&rl=0#cmtfrm,毕业论文的第一句话。到这也差不多可以结束了。  原图 ,2017-04-09 01:21,3,0,4,,,
F2HQdn5iT,https://weibo.cn/comment/F2HQdn5iT?uid=1837896330&rl=0#cmtfrm,:Critical thinking的意义不在于一味地批判某个体系（比如资本主义——万恶的源泉）。把所有问题都归咎于一个系统真的是太容易了。This is the predicament that many liberal arts colleges and their grads face today. 更重要的是，不要困于某种特定的价值体系里面，即使是你最相信的，以及时刻进行self-critique.,2017-05-12 05:24,6,0,0,,,
NhWHm56V2,https://weibo.cn/comment/NhWHm56V2?uid=1837896330&rl=0#cmtfrm,让我感受复杂的是，有一年我们学校校庆，到晚上喝多了去爬树，当时树上坐在我两边的男生们，一个被指控rape经学校审判后退学，一个是已经被抓的给人下药的serial rapist (毕业后的事了)。跟他们不熟也不同情他们，但就是感觉，一下子烂掉了，包括我的青春，也一下子因为这种事而烂掉了。  ,2023-09-06 00:42,5,0,0,,,
Fs7TI0q2q,https://weibo.cn/comment/Fs7TI0q2q?uid=1837896330&rl=0#cmtfrm,如果不是露台上有个秃头穿运动服的中年男子占着座蹭着烟灰缸，我几乎要以为自己在巴黎了。  ,2017-10-26 09:42,2,0,0,,,
M1VTcaqAJ,https://weibo.cn/comment/M1VTcaqAJ?uid=1837896330&rl=0#cmtfrm,暴雨之后的夜晚好舒适！凉爽的晚风拂面而来的一刹那，像是从糟糕恋情中惊醒，才发现世界原来可以这么正常和美好！  ,2022-08-20 18:30,6,0,0,,,
LaKt8qfob,https://weibo.cn/comment/LaKt8qfob?uid=1837896330&rl=0#cmtfrm,当全世界都在海滩或雪场的时候，布朗在读的小妹妹顶着一头绿发出现在开罗的大街小巷，瞬间就看出来是我们liberal arts人了。  ,2022-01-14 19:14,11,0,0,,,
J9Hd0fVUV,https://weibo.cn/comment/J9Hd0fVUV?uid=1837896330&rl=0#cmtfrm,:在成都出差的办公楼里有一只网红金毛（防暴犬？），叫菠萝，老婆叫柠檬，他们举办了盛大的婚礼并育有八只崽。我好奇菠萝知不知道他是一个爸爸。据他的handler (or more like butler)说，菠萝一开始跟家人们住在一起时是知道的，但最近分居了之后好像就忘了。我叹气: “That just proves how unreliable men are.”,2020-07-04 23:37,1,0,2,,,
FsE7I8rnR,https://weibo.cn/comment/FsE7I8rnR?uid=1837896330&rl=0#cmtfrm,我想了想，最开始喜欢法语，不是由于普鲁斯特华丽辞藻下的感官记忆，或者杜拉斯简洁而有力的喃喃自语，而是记不起名字的十九世纪小说里的一句“我爱您”——带着尊重甚至卑微的亲密，多么诱人。  ,2017-10-29 19:44,6,0,0,,,
G6Ccy2LVp,https://weibo.cn/comment/G6Ccy2LVp?uid=1837896330&rl=0#cmtfrm,南方的冬季只有mulled wine能解忧。  ,2018-03-09 21:08,1,0,0,,,
L9lfgCwlG,https://weibo.cn/comment/L9lfgCwlG?uid=1837896330&rl=0#cmtfrm,我跟在墨西哥城度假的韩国朋友说，大二春假去那儿时路上一直有人偷拍我，因为没见过亚洲人，现在应该不一样了吧。她立刻给我发了两张路人抓着他们合照的照片，墨西哥少男少女们笑得很淳朴。想到世上还有些事没变，还是挺抚慰人心的。  ,2022-01-05 13:11,5,0,0,,,
FoWCTlQt8,https://weibo.cn/comment/FoWCTlQt8?uid=1837896330&rl=0#cmtfrm,"最喜欢的香水之一是Gypsy Water (by Byredo), 因为闻上去就像我最爱的Bombay Sapphire, 但是宿醉的早上闻到有点反胃。  ",2017-10-05 11:29,0,0,4,,,
LuHuCxfFq,https://weibo.cn/comment/LuHuCxfFq?uid=1837896330&rl=0#cmtfrm,暴走八公里，些许缓解了抑郁情绪。出了门才发现，成为防范区之后的这四十几天，是我们自己在关自己。  [组图共4张] 原图 ,2022-05-26 00:25,8,0,4,,,
JdoEdm6MJ,https://weibo.cn/comment/JdoEdm6MJ?uid=1837896330&rl=0#cmtfrm,"有长期做EMS workout的朋友分享一下成效吗？上课时感觉是教练的AI, 尤其是在德国教练严肃的神情和德语机器女声的映衬下。  ",2020-07-29 07:43,1,0,0,,,
LuLHpd0Wa,https://weibo.cn/comment/LuLHpd0Wa?uid=1837896330&rl=0#cmtfrm,谁都不要跟偶们上海比submission哈  原图 ,2022-05-26 11:08,2,0,0,,,
MjiHtblry,https://weibo.cn/comment/MjiHtblry?uid=1837896330&rl=0#cmtfrm,到了一个人生阶段：唯一想做并愿意为之努力的工作就是普拉提教练了。  ,2022-12-12 23:49,3,0,0,,,
MnViR1lJQ,https://weibo.cn/comment/MnViR1lJQ?uid=1837896330&rl=0#cmtfrm,阳前：保健品都是智商税。阳后：什么维生素、鱼油、小绿粉，都来一点，都来一点😭  ,2023-01-12 09:27,3,0,4,,,
M1SeB5PVk,https://weibo.cn/comment/M1SeB5PVk?uid=1837896330&rl=0#cmtfrm,"观摩公司群时随口问了个问题，结果两个人开始吵架，甩截图、圈自己说过的话等。打工时认为这种行为超级不decent, 现在感觉，吵吵也挺好的，不然我都忘了这事。真的是屁股决定脑袋呃，各种角色的悲喜并不相通。  ",2022-08-20 09:11,0,0,0,,,
GFdayjDtW,https://weibo.cn/comment/GFdayjDtW?uid=1837896330&rl=0#cmtfrm,用微信工作，和小时候玩的打地鼠很像，这个冒完了那个冒，而你永远都打不完。  ,2018-10-23 09:45,8,0,0,,,
EwyaV0FIg,https://weibo.cn/comment/EwyaV0FIg?uid=1837896330&rl=0#cmtfrm,I need this teeArea Fall 2017 RTW  原图 ,2017-02-21 13:13,6,0,4,,,
Md47QcNmA,https://weibo.cn/comment/Md47QcNmA?uid=1837896330&rl=0#cmtfrm,只有海外购物网站还记得，双十一最开始是为单身买买买的节日。过时而不忘初心。  原图 ,2022-11-01 23:41,1,0,0,,,
Nt9MgFx4A,https://weibo.cn/comment/Nt9MgFx4A?uid=1837896330&rl=0#cmtfrm,朋友说路边买了个烤红薯，16块钱，再一次被沪币震惊。我说是根据着装报价的吧，谁让你今天穿貂，不然可能只要6块钱。  ,2023-11-18 18:14,4,0,0,,,
Ltuc2lJN7,https://weibo.cn/comment/Ltuc2lJN7?uid=1837896330&rl=0#cmtfrm,可能是世界上唯一一个家乐福邀请制的国家。  原图 ,2022-05-18 00:43,4,0,5,,,
KqNm22d9N,https://weibo.cn/comment/KqNm22d9N?uid=1837896330&rl=0#cmtfrm,台风天翘班，在家吃了一天川渝小吃好快乐啊，辣的甜的各式碳水。都说少不入蜀，我现在，立刻，马上，就想入蜀。  ,2021-07-28 09:15,2,0,0,,,
JxdCjjQRw,https://weibo.cn/comment/JxdCjjQRw?uid=1837896330&rl=0#cmtfrm,原以为解决工作苦闷的途径是在工作之外发展另一种生活，后来发现这并不是一种解决方案。而且另一种生活进展不顺时，打击反而是双重的。哪里遇到的问题还是要在哪里解决，逃避也没有用。  ,2020-12-06 16:24,7,0,0,,,
F3Fv9oYZB,https://weibo.cn/comment/F3Fv9oYZB?uid=1837896330&rl=0#cmtfrm,":看了一圈纽约的毕业照，发现大家都非常posh. 想到我去之前纠结了很久穿什么鞋，最后一刻还是决定换成粗跟，because my friends are too cool to wear stilettos--I'll stand out like a Chinese girl 😂 想想我们这帮art history kids (not those who attend openings) 真的很神奇，很多人没有LinkedIn, 排斥华丽的装扮 (always maintain a sense of effortlessness), 然后如果去营利性机构工作的话就会被stigmatized, although none of us is poor. Well, very bohemian I guess.",2017-05-18 13:17,7,0,4,,,
KF9SXvYFT,https://weibo.cn/comment/KF9SXvYFT?uid=1837896330&rl=0#cmtfrm,脑力活动了一天，在办公楼底下的baker & spice吃到一半累得想睡觉，扶额闭着眼时突然浮现Degas的这幅画。19世纪有喝了苦艾酒眼神迷离的时髦女子，21世纪有工作了一天同样眼神迷离的女白领。连苦艾酒的绿色都跟我的青酱意面相呼应。  原图 ,2021-10-30 20:21,8,0,2,,,
LwO8j0oAf,https://weibo.cn/comment/LwO8j0oAf?uid=1837896330&rl=0#cmtfrm,少点人写考题，多点人写脱口秀，这个世界会多么充满爱😭  ,2022-06-08 21:00,2,0,0,,,
FrEKvg6BB,https://weibo.cn/comment/FrEKvg6BB?uid=1837896330&rl=0#cmtfrm,突然非常思念ktown. 让我怀念青春的时候就会想到ktown. Weird.  ,2017-10-23 07:29,3,0,0,,,
L2RKtoZhm,https://weibo.cn/comment/L2RKtoZhm?uid=1837896330&rl=0#cmtfrm,一个小感想：想被需要是谈恋爱的原因，而想被渴望是不谈恋爱的原因。  ,2021-11-23 23:03,4,0,0,,,
F1QfPwMT3,https://weibo.cn/comment/F1QfPwMT3?uid=1837896330&rl=0#cmtfrm,"So many Jane Birkin posers among French fashion bloggers. Nostalgia, ugh, such a French word per se.  ",2017-05-06 12:59,1,0,0,,,
MloT3Fn3R,https://weibo.cn/comment/MloT3Fn3R?uid=1837896330&rl=0#cmtfrm,突然阳了，然后之前的一个工作联系人迅速地闪了Advil/ cough syrup包裹给我。关键时刻浪漫对象一个都靠不住。这次意识到相夫教子不适合我，还是老老实实找个班上吧。  ,2022-12-26 19:15,8,0,0,,,
LBVrcn6Tn,https://weibo.cn/comment/LBVrcn6Tn?uid=1837896330&rl=0#cmtfrm,看到相识多年的理发师突然在朋友圈发疯，创业的朋友发很丧的话，都是依赖线下的行业，就感觉上海又要大事不妙了......  ,2022-07-12 12:47,10,0,0,,,
M091Vd2rX,https://weibo.cn/comment/M091Vd2rX?uid=1837896330&rl=0#cmtfrm,:新人去攀岩，练习区都是小学生（虽然有个四年级的超级厉害）。就感慨说，周一下午来攀岩的也只有放暑假的小学生了。过了一会朋友说，去隔壁练练吧——一进去全是不穿上衣的肌肉猛男，一个个飞檐走壁，背肌突突突，密集到我手随便一指都会戳到路过的人的胸肌的程度。原来是我一开始走错了片场。顿时不练了，坐下来津津有味地看。,2022-08-09 00:16,2,0,0,,,
NiT4k2KME,https://weibo.cn/comment/NiT4k2KME?uid=1837896330&rl=0#cmtfrm,我在荷兰的酒店，站直了只能在镜子里看到自己的眉毛，然后花洒特别特别高，冲击力太强导致我种的睫毛掉光光。不愧是巨人国，服了。  ,2023-09-12 05:18,3,0,1,,,
ElzZCnKKc,https://weibo.cn/comment/ElzZCnKKc?uid=1837896330&rl=0#cmtfrm,"这个季节的理想周六夜晚应有vin chaud, cigarettes, jazz, a real fireplace and bright eyes.  ",2016-12-11 09:37,5,0,0,,,
EEsMRnXmv,https://weibo.cn/comment/EEsMRnXmv?uid=1837896330&rl=0#cmtfrm,本来觉得自己够惨了，拉开窗帘发现对面的摩根斯坦利有几层还灯火通明，瞬间得到了安慰。  ,2017-04-14 14:12,1,0,2,,,
Jf52wh1TS,https://weibo.cn/comment/Jf52wh1TS?uid=1837896330&rl=0#cmtfrm,出差两周没怎么锻炼，一摸肚子感觉脂肪层的确厚了些。现在明白了大两岁的朋友提出的”net enjoyment”理论：net enjoyment = 高热量食物带来的快乐 - 摸摸肚子时产生的不快乐理性思考虽然让人感到解脱，但好烦哦。  ,2020-08-09 09:28,6,0,0,,,
MjB6oFFOw,https://weibo.cn/comment/MjB6oFFOw?uid=1837896330&rl=0#cmtfrm,":最近机缘巧合要解决母女之间关于“穿衣自由”的分歧，跟双方聊了之后，发现分歧的根源在于：妈妈认为女儿穿得太”sexy”, 是因为她对这个词的定义出于成人+传统的角度，”sexy” involves sex, 以及作为父权社会中被观看的一方，会考虑观者（男的）的反应，女儿会不会因此受到伤害；而女儿的角度是Gen Z + feminist, 我觉得自己好看就行了，管你male gaze还是其他gaze, 看了会有什么想法，”sexy” describes an inner state and doesn’t have to involve sex. 也是蛮能代表两代人的。",2022-12-14 22:40,10,0,0,,,
FqcMLzRLI,https://weibo.cn/comment/FqcMLzRLI?uid=1837896330&rl=0#cmtfrm,和前美妆博主讨论我司男士穿衣很土，每天换着颜色穿polo衫，一派“上海爷叔” (to quote @Anya_Pinovna )作风。于是得出结论，男生要么穿短袖T恤，有青春气息，要么穿长袖衬衫，显出成熟气质；中间的选项比如短袖衬衫和polo衫，不是小孩装作大人，就是大人装嫩。  ,2017-10-13 18:28,2,0,0,,,
MuXNVCSpy,https://weibo.cn/comment/MuXNVCSpy?uid=1837896330&rl=0#cmtfrm,说实话我觉得攀岩馆的氛围很像公园里的象棋区域：一个人在上面找路线，就像用身体下棋，下面很多人在看，有指手画脚也有事后复盘的。差别就在于年龄吧。  ,2023-02-27 16:41,1,0,4,,,
NjE6Y09Vu,https://weibo.cn/comment/NjE6Y09Vu?uid=1837896330&rl=0#cmtfrm,这次回到巴黎，意识到也只有法国的这种自然光影与色彩，尤其是傍晚时分的，才能孕育出印象派：一切都是淡淡的，在蔚蓝色的天空与灰蓝色的云朵中，交织着浅金色的光线，如同印象派的用色，有同样的哑光柔和感。  ,2023-09-17 05:04,4,0,0,,,
JgmQBBuUJ,https://weibo.cn/comment/JgmQBBuUJ?uid=1837896330&rl=0#cmtfrm,因为疫情不能去海岛度假，缺了一个环节，不能好好做资本主义的螺丝钉了。  ,2020-08-17 20:39,4,0,0,,,
MFm9k91uL,https://weibo.cn/comment/MFm9k91uL?uid=1837896330&rl=0#cmtfrm,"Giveon, 禁忌之恋专业户。  ",2023-05-07 01:03,0,0,0,,,
Jq3iS9yAA,https://weibo.cn/comment/Jq3iS9yAA?uid=1837896330&rl=0#cmtfrm,"点了杯无糖抹茶，苦得超乎想象，就想说已经过得这么苦了怎么还喝苦茶呀。人生的确讲究一个平衡，生活苦的话就要喝甜茶，吃高热量食品；生活清闲，就不介意吃superfoods, 尽管味道平淡甚至难以入口。然后苦的人越来越丑，自在的人越来越美，大家都在衰老，气质却截然不同。  ",2020-10-20 13:17,9,0,0,,,
N0J0dnkEm,https://weibo.cn/comment/N0J0dnkEm?uid=1837896330&rl=0#cmtfrm,"看到某海外高中的毕业生去向，有名校也有离家近的大学，也有去欧洲的，只有新加坡毕业生写下了”DRAFTED”, 参军去了，在一片大学名称中显得格外扎眼😂  ",2023-05-15 18:35,2,0,0,,,
KnLoC2Ljx,https://weibo.cn/comment/KnLoC2Ljx?uid=1837896330&rl=0#cmtfrm,随着年纪的增长，渐渐不追求effortless chic了，只想effortless. 最好是每天穿瑜伽裤和宽松上衣，在写字楼也过出居家办公感，舒服地蜷曲盘腿。  ,2021-07-08 10:45,8,0,0,,,
Gf7SBrSLC,https://weibo.cn/comment/Gf7SBrSLC?uid=1837896330&rl=0#cmtfrm,看了Rihanna的美妆视频，想变成黑人女孩。  ,2018-05-04 20:29,4,0,1,,,
M9W6F1i5b,https://weibo.cn/comment/M9W6F1i5b?uid=1837896330&rl=0#cmtfrm,呜呜呜跑步去买孝真欧尼同款New Balance  原图 ,2022-10-12 09:45,2,0,2,,,
JwJip5Qij,https://weibo.cn/comment/JwJip5Qij?uid=1837896330&rl=0#cmtfrm,前段时间跟一个青岛网友线下见面，听她分享了好多奇遇故事，最后她说：“我是青岛人，拥有水手性格，爱冒险。”好像的确是这样。我认识的荷兰人们也很“水手性格”：法国人都安安稳稳待在上海的时候，他们在贵州留学，深圳创业，云南学中文。就蛮酷的。  ,2020-12-03 11:13,5,0,0,,,
LuHXKhnax,https://weibo.cn/comment/LuHXKhnax?uid=1837896330&rl=0#cmtfrm,"是什么让我半夜打开IG, 看别人发的戛纳电影节，”Views from our August home” (定位”Toscana, Italy”), Rajasthan当地的舞蹈(印度北部的一个城市，had to Google that), 墨西哥城绝美的海鲜餐厅，等等等等。是什么，可能是我的不甘心吧。  ",2022-05-26 01:37,5,0,0,,,
FcwDvr7VM,https://weibo.cn/comment/FcwDvr7VM?uid=1837896330&rl=0#cmtfrm,每周日要上班，所以周六黄昏时感受着周日黄昏时的忧愁，是加倍的忧愁。  ,2017-07-15 19:16,5,0,4,,,
MoCiVhSqb,https://weibo.cn/comment/MoCiVhSqb?uid=1837896330&rl=0#cmtfrm,男性友人：我什么不会啊。@黄溜溜SYH ：你会生小孩吗？  ,2023-01-16 22:55,3,0,2,,,
KcFbsgp68,https://weibo.cn/comment/KcFbsgp68?uid=1837896330&rl=0#cmtfrm,"@Anya_Pinovna 和我建议未出道的中国男孩们自行成团，就叫LOCAL (stylized as L0CA1), 人气绝对不输。  ",2021-04-26 10:43,0,0,0,,,
JfPYmzl3x,https://weibo.cn/comment/JfPYmzl3x?uid=1837896330&rl=0#cmtfrm,早上化妆时照常打开The Journal播放，突然听到一个熟悉的被采访者名字——诶，不是Vassar校长吗。聊学校要如何重开，大意是别的大学很难做到，但我们原本就与外界相对隔离，疫情期间重新开学不是问题。我听得频频点头，大学四年与世隔绝可不是白熬的，”purple bubble”原来还有这种好处🙃  原图 ,2020-08-14 08:57,6,0,4,,,
LtRflaqYs,https://weibo.cn/comment/LtRflaqYs?uid=1837896330&rl=0#cmtfrm,"今天是所谓的520，网络世界变得一片粉红。不禁想，如果我从来没遇到过”xxx is a social construct”这个句式，也许生活会更简单快乐？Sometimes, just sometimes, I wish I was “normal” and content.  ",2022-05-20 11:25,8,0,0,,,
L80ADopQ3,https://weibo.cn/comment/L80ADopQ3?uid=1837896330&rl=0#cmtfrm,"递交了辞呈，又和爸妈大吵一架删了他们微信，跟好友们出来吃一顿我以后即将吃不起的烤肉。@黄溜溜SYH 说：“你现在就像是剪了信用卡副卡的Rachel。”2021 really ended on a high note. 明年将由我为大家服务，烤肉和做soju bomb, 请多多照顾生意。  [组图共3张] 原图 ",2021-12-27 18:45,18,0,6,,,
Nf3i3igC3,https://weibo.cn/comment/Nf3i3igC3?uid=1837896330&rl=0#cmtfrm,微博早期好好玩呀！像公开的聊天区，可以发一句很私人的话然后at好朋友们，大家一起来聊天。现在已经完全没有那种感受了。  ,2023-08-17 23:58,5,0,0,,,
LpVeiDAW7,https://weibo.cn/comment/LpVeiDAW7?uid=1837896330&rl=0#cmtfrm,被好心邻居投喂了多天后，想着有来有往自己做了点东西送去。当天晚上得到的反馈：好吃，宝子。混熟了之后：你到底是怎么做的，怎么这么难吃？  ,2022-04-24 14:12,4,0,2,,,
F1TPEBUKi,https://weibo.cn/comment/F1TPEBUKi?uid=1837896330&rl=0#cmtfrm,想了一种scenario: 将来的人买艺术品，挂在墙上的不再是油画而是录像作品，甚至不用挂，只是以虚拟图像的形式出现在空间里；也不再有雕塑，而是装置，把整个房间变成浸入式环境。听上去也不会远了。  ,2017-05-06 22:05,4,0,2,,,
FcTTkAV0J,https://weibo.cn/comment/FcTTkAV0J?uid=1837896330&rl=0#cmtfrm,"昨晚九点多就睡了，一早醒来刷Instagram, Jeanne Damas和建筑师男友在海边度假。也没有很奢侈，乡间骑自行车，就摊了条浴巾在沙滩上躺着，然后夜色中听着几十年代的法语歌开车回巴黎。真的，literally, 看到流泪。而没有任何假期临近的我只能每天背着竹篮包上班，假装去海边。  ",2017-07-18 06:28,7,0,4,,,
FxessruNy,https://weibo.cn/comment/FxessruNy?uid=1837896330&rl=0#cmtfrm,承认错误有这么难吗，自我批判有这么难吗。一边像大家长般指手画脚，一边又像小孩般自负死不认错。不过也是，内心越空虚，外表就越强势。  ,2017-11-28 23:35,7,0,0,,,
Iex8Wcb2Z,https://weibo.cn/comment/Iex8Wcb2Z?uid=1837896330&rl=0#cmtfrm,"昨天从沙龙出来一个男的一直在后面叫“妹妹”，我头也不敢回往前走。然后去倒垃圾时又碰上了意大利邻居，出于友善加了微信，结果一直骚扰。毕业以后第一次这么想回Vassar, 只有温柔可爱的女性和gay友人的世界，不会像现在这样被恶心。  ",2019-11-03 20:27,9,0,4,,,
M9IJG08KX,https://weibo.cn/comment/M9IJG08KX?uid=1837896330&rl=0#cmtfrm,Date: 我很感谢你dress up来见我，还戴了假睫毛。我：这是种的。Date: 那眼睛上亮闪闪的这是什么？我：眼影，但我纠结了下，还是懒得画眼线。#油盐不进  ,2022-10-10 23:43,3,0,2,,,
NvIQsfTFr,https://weibo.cn/comment/NvIQsfTFr?uid=1837896330&rl=0#cmtfrm,要从字面意思去理解”stay hungry”: 昨天中午吃了米线，直接昏睡一下午；今早去上了（人生中最难的）普拉提，中午只喝咖啡和果汁，现在又饿又兴奋地干着活，效率高质量也高。怪不得呢，美食文化丰富的地方，经济水平都赶不上难吃的地方。  ,2023-12-05 15:11,4,0,0,,,
MFCIz41tm,https://weibo.cn/comment/MFCIz41tm?uid=1837896330&rl=0#cmtfrm,:回顾两季《白莲花度假村》，一时想不起被谋害的角色是谁了，但即使没有谋杀案，剧情冲击力也在。这个剧集最妙的是通过海滨度假村的设定，把服务者的故事线与被服务者的同时呈现出来，而当你看到服务人员的背后故事，一些习以为常的表面就被打破了（比如客人理应被笑脸相待、被满足任意要求），通过被正常化而掩藏起来的矛盾由此浮现。谁也不能否认海滨度假村是全球或全国贫富悬殊的产物，金碧辉煌的度假村与光秃秃的当地风貌是割裂的。而当这种表面的平和被打破时，尖锐矛盾可能很危险。,2023-05-08 19:13,0,0,0,,,
F2Hpm0Kwd,https://weibo.cn/comment/F2Hpm0Kwd?uid=1837896330&rl=0#cmtfrm,看了这么多鞋子，已经分不清是谁抄谁，或灵感火花的碰撞了。还是Vetements最酷，有底气卖这么贵。  ,2017-05-12 04:18,2,0,0,,,
Fqm6MhmaX,https://weibo.cn/comment/Fqm6MhmaX?uid=1837896330&rl=0#cmtfrm,原来今年回潮的踩脚裤要这么穿  原图 ,2017-10-14 18:12,3,0,0,,,
M7vRzl5oE,https://weibo.cn/comment/M7vRzl5oE?uid=1837896330&rl=0#cmtfrm,":最近无聊除了刷BOSS直聘，也开始刷Bumble: srds, 我也是早期在上海玩过约会软件的人，就会看到一些两三年就见过的面孔。除了一开始“同志你也still looking啊“的亲切感，抓耳挠腮想了半天，想起来有的是因为我last minute约然后他fragile male ego受不了把我删了的，有的是被我骂走的。这哪是约会池啊，明明是鱿鱼游戏池吧。",2022-09-26 11:16,1,0,2,,,
MBD9eibl6,https://weibo.cn/comment/MBD9eibl6?uid=1837896330&rl=0#cmtfrm,关于人性的理论自己总结出来是一回事，在别人的行动中得到验证又是另一回事。冲击感是不可能没有的。  ,2023-04-12 12:58,1,0,0,,,
FsFsugENh,https://weibo.cn/comment/FsFsugENh?uid=1837896330&rl=0#cmtfrm,近期最爱  原图 ,2017-10-29 23:08,1,0,0,,,
NcLjugMZO,https://weibo.cn/comment/NcLjugMZO?uid=1837896330&rl=0#cmtfrm,在欣欣向荣的时代感受不深刻，但在愈发脱钩的当下，发现国际运动赛事是很伟大的发明！真的是地球村的缩影，即使有竞争，总体也是友爱的。  ,2023-08-02 22:32,4,0,0,,,
Jp8GrbVYU,https://weibo.cn/comment/Jp8GrbVYU?uid=1837896330&rl=0#cmtfrm,"和办公室里一直很没礼貌的外国男走路时差点相撞，下意识说了”Sorry” (他没说), 说完后气死了，今天变成了不女权的一天。  ",2020-10-14 13:08,4,0,2,,,
IeZVXnUVj,https://weibo.cn/comment/IeZVXnUVj?uid=1837896330&rl=0#cmtfrm,我要向Cardi B学习，靠自己发家致富，然后不会开车却买很多车，就为了拍照💁🏻♀️  ,2019-11-06 21:44,6,0,2,,,
Mh5qswdev,https://weibo.cn/comment/Mh5qswdev?uid=1837896330&rl=0#cmtfrm,我尊重上街也尊重积极引起关注的人，但真的神烦只会在不受监控的群聊中bb的人，是我最讨厌的那种文理学院哲学家。  ,2022-11-28 10:21,6,0,0,,,
Hnniznmig,https://weibo.cn/comment/Hnniznmig?uid=1837896330&rl=0#cmtfrm,"带我们的向导一路捡花编花环，捡草编成骆驼的形状，剥开路边的橄榄将油抹在手上和头发上，连芦笋也可以拔起来就吃。如果有Arcadia, 可能就是这样的生活。 BisesNaomi的微博视频  ",2019-03-31 01:11,5,0,3,,,
F3DpRzek0,https://weibo.cn/comment/F3DpRzek0?uid=1837896330&rl=0#cmtfrm,前几天跟项目里的同学谈到，最近很享受，很久没有这种只为了阅读而阅读的感觉了。And speaking of reading for pleasure's sake alone...  [组图共2张] 原图 ,2017-05-18 07:59,0,0,0,,,
LrqKP16kw,https://weibo.cn/comment/LrqKP16kw?uid=1837896330&rl=0#cmtfrm,:前几天夜里有一对情侣去另一户打架，意大利邻居说他去劝架了，感慨说这对情侣在隔离期间还有性生活已经很幸运，为什么要打架，而“我三个月没性生活了，才是该打架的那个，而我却给大家带来love and peace”。太好笑了以至于我都想收回之前骂他的话了。为了大家的精神健康，需要注入一些简单快乐的意式生活哲学。其实听说打架的事情时，我想到了那不勒斯四部曲，Lenù的老师劝她继续念书，问她你知道什么是”plebeian”吗，如果你不继续念书，你将永远与他们生活在一起。也是因为近期被迫的社群生活，才让我有了这种近距离体验。,2022-05-04 12:18,2,0,3,,,
GnA1zoV6K,https://weibo.cn/comment/GnA1zoV6K?uid=1837896330&rl=0#cmtfrm,"除了manspread, 还有两个位置三个扶手的并排座位，男性乘客就自然而然占两个扶手。What do you call that?  ",2018-06-29 10:51,2,0,2,,,
M3IvfmWn2,https://weibo.cn/comment/M3IvfmWn2?uid=1837896330&rl=0#cmtfrm,9月1日看到名叫”Summer”的集合是真的很emo  原图 ,2022-09-01 12:06,3,0,0,,,
GbLzfmxg7,https://weibo.cn/comment/GbLzfmxg7?uid=1837896330&rl=0#cmtfrm,"因为Vetements, 我今天拿了个DHL的信封走在街上觉得自己特别时髦。  ",2018-04-12 18:10,5,0,2,,,
L6U3DqP4O,https://weibo.cn/comment/L6U3DqP4O?uid=1837896330&rl=0#cmtfrm,本文理学院+哥大选手，一直活在文理学院野鸡+哥大硕士水的隐性攻击之中，感谢李姐凭一己之力证明了两种学位的含金量。谁说博雅教育无用，心态和能力在那儿，一辈子活得通透就是最大的用处。  ,2021-12-20 12:17,20,0,0,,,
