content,publish_time,like_numlocation,forward_num,comment_num
我进ross：  [组图共2张] 原图,2023-10-29 04:37,0,0,0
曲姐连麦张凯毅那个东北大碴子味儿口音太容易被认出来了，笑死了当时，被听出来了被人打在弹幕上她还吓一跳，直接跑了  ,2023-11-01 03:16,2,0,0
我记得我那个stalker很好笑，可能是眼睛特别红，因为我谈论我在dating app上的经验。但是我一共见过的人也不超过十个人，碰到前任前见了也不超过五个人，而且我跟前任分手之后一个星期就碰到我老公了（期间见了三五个人）。  ,2023-12-20 01:45,0,0,0
评论里的男的一点都不同情她智商低，都觉得她活该  原图 ,2023-11-01 15:33,1,0,0
吴签能不能学学吴秀波，一个内蒙古三本子小丫头都搞不过，听说家里是开小卖部的，居然被人家弄进去了，差距也太悬殊了，这个妹妹有什么强大背景，真有本事进去踩缝纫机的怎会是你。  ,2023-11-21 14:02,7,0,2
两年前的本人：渣女教科书  [组图共2张] 原图,2023-11-01 08:21,9,0,4
眼睛红一下挺好的，充满干劲，客观认知自我，否则容易温水煮青蛙。  ,2023-11-23 14:59,4,0,0
我笑拥了  [组图共2张] 原图,2023-12-10 13:37,3,0,1
公费pc和请客报销的人都应该被钉在耻辱柱上  ,2023-11-14 02:08,7,0,1
以为多少钱，年薪四十万，硕士，不知道的还以为多有钱了。这种收入层级养小红，做梦吧。小红要的都是百万以上的  ,2023-12-12 04:05,5,0,0
最后曲姐连麦治愈我，不过这个连麦的女的也太奇葩了。跟男朋友在香港，还想去美国，还想跟别人要婚绿，在犹豫要不要跟男朋友结婚。你厉害  ,2023-12-01 18:13,6,0,0
:女的如果要搞对象，外貌当然重要。就很多女的要服美役什么的，当然是有用的。不过男女关系基本靠第一印象，尤其是对方眼里你是不是个有魅力的异性这件事，基本靠第一印象。之后你不洗头，纯素颜，长个痘也无所谓。搞对象这件事，第一印象是个美女，比你后期怎么用力贴都好用很多。后期不洗头也没什么。我跟我老公当时就是date了一次，之后这他我印象非常好，当时大家都在multiple dating，但回去之后这人就把软件卸载了，把当时还在见面的别人都删了。我另一个比较传统的亚裔朋友（此人是南蛮子天主教徒，连premarrige sex都不愿意有，所以至今仍然是virgin），跟我们聊的时候我们说到这事。然后这人大惊失色说你们都没有男德（女德），我们说这难道不是很正常的事吗，谁就只跟一个人约会。我老公只跟我约会，是自己的选择，不是因为有什么道德的束缚。北美约会市场本来就没有这种束缚。,2023-11-17 02:54,9,0,1
导师和学生这种事情本来也是跟约会找对象一样，是个双向选择。单方面抱怨对方，不如换个新的。导师水平高，学生随便挑。学生水平差，因为就轮到你收，你完全可以不收啊，你为什么要收呢？（学生当然同理，不过学生接受这一点当然很自然  ,2023-12-04 11:31,4,0,0
自从上次我gilt的package 被偷，还有我shein的package被撕开，看了，然后被小偷放到垃圾桶边，被物管捡到的事情之后，我已经半个多月没有再网购了，我有网购恐惧症，这对我可能是一件好事，但是我真的想买东西了，我就是不敢收件。  ,2023-10-23 14:48,4,0,0
发了条ins story，看到前任还在stalk我，给老公发过去  原图 ,2023-11-13 08:53,2,0,2
":Jew的大部分都是unorthodox的，像很多名人都是Jewish，扎克伯格，sam altman，纽约有几百万Jewish。我老公也是unorthodox。如果是orthodox是不可能跟Jewish以外的人通婚的，怎么可能接受我一个外国人还对我这么好, Altman 还是gay，他怎么可能出柜，扎克博客怎么敢娶华裔老婆？之前那个博主说upenn的Jew闹得凶也很正常，你怎么以为Jew就应该为以色列做的一切事情负责呢？本来在美国的大部分Jew都是liberal，他们对以色列现在的conservative的leadership和政策本来就是不赞同的，就先和我一个中国人凭啥就认为我一定认同xxp的所有政策和痂辩钩一样，干我什么事？凭啥上升到种族的角度连我一起搞，我不该闹吗？身为一个教育博主受过高等教育怎么还是这种认知。我觉得很愤怒是因为影响到我的家人了，而且如果这种事情发生在我们华人身上，我老公的家人也会一样帮我说话。",2023-10-29 13:20,8,0,1
:我之前就在这个机构做过一段时间的志愿者。我说实话，这个地方对动物的科学管理，整个的环境，猫和狗活得比很多人自己在家养的自己的猫好很多，每天都有很多人陪它们，他们每天都有新被子和新鲜食物，shelter后面有一大片狗公园，每天都有志愿者陪他们玩。而且很搞笑，有一个女士每天到shelter对笼子里的猫读福音书。我只说实话看一些人在朋友圈发的，自己在国外合租的那个脏乱差的环境，还养猫，过几个月就发自己猫死了，我就觉得你真的很糟糕。我去的shelter每年都有统计save rate，我觉得我们努力也是让这个世界上能被救的动物多一点，被迫安乐死的流浪动物少一点。我觉得给你一个很直观的理由为什么要领养猫而不是去breeder买猫，以为你知道你不领养这些猫狗最后的下场就是死。,2023-11-28 07:33,4,0,0
fab这个头像冷不丁一看还挺吓人的，她一定很满意自己这个双眼皮  原图 ,2023-10-25 00:45,8,0,2
我冷静回复：  [组图共2张] 原图,2023-10-25 00:10,2,0,2
所以我骂前任但是到现在还是很多地方很感谢他的，相当于免费学习，还有ethics啥的，他说实话烂的地方很隐蔽深入，但是他本人还是一个经受过非常好的教育的金童  ,2023-10-17 03:32,5,0,1
昨天我老公不知道咋的看我手机吧我刚认识他那会儿的聊天记录翻出来了，他没眼看，说自己当时真是个loser。  ,2023-11-01 05:38,4,0,1
干涉内政实锤  原图 ,2023-10-30 05:11,0,0,0
:我觉得曲比娃格局高这么多完全是因为她的文化水平高很多，经历了正统的科学的现代化的教育体系。很多时候选择可以持续发展的体系不是因为人品好，是因为只有这样才能做大。娃本人虽然文化水平低，但是硬要搞民科，就搞一些四不像的东西。主要是文化水平低又自命不凡的人，一定更难进行自我提升，很容易走入怪圈。很多男的就是这样的，娃本人也差不多。,2023-12-10 02:25,4,0,0
一群成天琢磨怎么扒小暴发户三瓜俩枣的女的去评章子怡上嫁下嫁的我就想笑  ,2023-10-27 15:47,17,0,2
cue到谁是不是只有广东人才在使用？因为我发现没有任何一个美国人听的懂这个是什么意思。他们都用的是ping谁。  ,2023-11-23 15:48,3,0,1
我一个码工朋友跟他的女朋友是在cmb上认识的，要回国见家长了！他紧张死了。（我口中为数不多的好直男  原图 ,2023-12-20 01:40,1,0,0
让他也别拍博士的一天了---想起那个谁  原图 ,2023-11-01 05:31,3,0,1
其实我对我爸的失望是真实的。以前他其实算是我最好的男性好友。因为我爸真的是一个可以跟异性做朋友的直男。但是现在已经不是了。我只能把他划出“平等个体”的队伍。我对他整个人的变化和堕落感到非常失望。而且他还是我爸，不是随便哪个男的，这件事就会给我带来比一般人更大的情感波动。  ,2023-12-20 02:26,1,0,0
:我的俄罗斯室友终结了我的室友时代，我跟她在一起三年，从此之后我再无室友。曾经沧海难为水。我室友跟大多数白女不一样，我觉得应该是仍然受家庭传统文化影响，她非常喜欢做饭，而且常做给我吃。冬天的夜晚会闻到她在厨房里烤肉桂卷的甜香，然后她会让我带两个明天到实验室里吃。女生还会做一些无淀粉高蛋白小饼干，我也会吃一些，她问我怎么样，我都说非常好吃。然后她说我真好，以前在学校宿舍隔壁的mean白女都会说她做得像protein bar。,2023-11-01 01:30,7,0,0
:我有一个小时候的发小，她妈就是长期在家里带娃的家庭主妇，她爸在外面做生意。她妈真的就是极其单纯。他们这次跟我妈吃饭，我妈说她爸在外面就是很光鲜的那种刻字，开一个好车。相比之下我朋友她妈真的就是很朴素的那种。我感觉也是很惨。她妈真的就是极度单纯，对自己老公在外的动向一无所知，除了长期不回家。我妈上次跟她聊天，聊社会八卦吴亦凡被抓进去的事情，结果她说我妈思想怎么能这么肮脏呢，这是可以说的吗。我妈服了。这种长期跟社会隔绝的家庭妇女作出的牺牲是什么她自己都没有认知。,2023-11-30 03:52,7,0,0
笑死我，这热度上的  [组图共2张] 原图,2023-11-01 15:26,0,0,0
jumpscare是最低级的一种scare，因为他没有内容。不引起你不断回味思考的恐怖片不是好恐怖片。  ,2023-11-01 14:30,0,0,0
着想个屁  原图 ,2023-10-18 08:30,0,0,0
:所有国家的政治机器都挺黑的，尤其是越红越黑。上班一个月就被上了生动一课。但总而言之我觉得我们在外面的老钟都是人品好的，实际求真，做项目不弄虚作假，原则守住。因为我做项目有一个问题，就是太老实了，什么都很老板报，毕竟是做科研习惯了的。比如这个项目的数据有问题，我二话不说就往上报。这个老板听到了，要么特别喜欢你，要么特别恨你。喜欢你的，是觉得你能力过硬，别人都没发现被你发现了。恨你的也很好解释，毕竟是他手里出来的项目。他发现项目里居然有一个找漏子的人，拖他的进度，巴不得把你消除了，可惜也办不成。我碰到的老钟老板，说实话，都是特别喜欢我的那一类。至于说想把你消除的人，都不是老钟。可惜消除一个人还是很困难的。,2023-11-24 15:07,7,0,0
我最害怕的是我老板万一知道我微博就知道我每天有多少时间没有在工作  ,2023-10-16 13:18,3,0,1
我妈给我给予太多关注导致我一被人关注就会头皮瘙痒  ,2023-10-16 13:23,1,0,0
没想到我读博四年，临近毕业，第一次把server上老板的程序挤爆，凌晨被老板劈头盖脸一顿骂，晚节不保，一世英名被毁。  ,2023-11-04 16:58,3,0,0
为什么捞女看到有钱有势的人会舔上去？我只会眼睛红了  ,2023-11-23 14:22,5,0,0
:今天那个狗非常搞笑。他现在已经开始扑人，所以我们都在给他进行behavior training。所以他今天开始扑我的时候我就离开了。然后他就开始扑厨房里的我婆婆，我婆婆正在打电话给我们订餐，所以没理他。然后这个狗就坐下来用一种很愤怒的眼神看我婆婆，叫了两声感觉是在骂人，还是没有人理他。然后他就跑到旁边撒了一泡尿。我婆婆看了，马上放下东西说天哪他已经很久没有这样了，我说你没看见他刚才看你的眼神，他是蓄意报复。,2023-10-27 20:11,1,0,0
被老公抓包实况。我进厕所拉屎一小时，老公来的短信让我冷汗直冒（在厕所听曲姐然后玩蜘蛛纸牌。我跟老公把曲姐称作guru。  原图 ,2023-12-05 12:50,8,0,9
我妈不愧是社会上混久了，一针见血。跟我妈聊我老公家里人都是干啥的，结果她说，那你老公他爸是家里混得最差的。我说。。。啊，确实  ,2023-11-06 04:25,10,0,0
:我最近看中文互联网就很害怕，因为中国人不懂尊重别人的民族的文化，也很容易对各民族的人有妖魔化，而且也很容易引发仇恨。比如我上一个repost的那个博主，她是一个在美国生活很多年的教育博主，按理说对这种多民族的文化现象应该很熟悉，但是她最近发的言论很多都是隐含的antisemitism，就让我觉得很害怕。在比如最近网络上热传的以色列炸掉了巴勒斯坦医院和储藏设施的事情，我老公今天就再说如果以方做了这样的事情那他们就跟哈马斯无异，那他对以色列的看法也要改变，联合国和当地驻军机构也在开展调查，因为出了这种事以方会面临严肃的军事惩戒。但是今天晚些时候调查结果出来，有视频证据表示是哈马斯的误射。这种事情是不可能在中文互联网辟谣的。,2023-10-18 10:50,16,0,0
美国这边的学术ethics和sexual misconduct管理都比国内严肃的多，我在这边学二代也见得多，但没有中大这种烂泥扶不上墙硬扶的，基本都自己能力过关，有人故意把自己小孩差到不认识的实验室去隐姓埋名的搞。这边查绝对比国内严得多。  ,2023-11-09 15:42,2,0,0
:曲姐连了一个麦，然后她说女的条件一般，男的对她就是yp心态，条件好，就算是社交软件对方也想把她拿下。我不就这样么。我说实话就算去yp对方也想把我拿下，我本来就不婚主义者。我老公就是这样把我拿下的。而且我除了老公还有很多选择，我当时真的不止他一个选择。好多女的一天到晚想结婚结不成，说实话就是条件不够好。你真的条件好可以对男的降维打击什么时候愁过这种事。当然这话一说出来好多人又破防了。,2023-12-05 05:30,16,0,3
妈的个劈上一辈子学最后考了个二本子没见过你感谢过哪个老师给你付出了认知，被男的吹两下牛逼就觉得自己受了多大的恩惠了，我他妈下头死了  ,2023-12-15 05:08,2,0,0
我前段时间还在想，想要一年三番一套房，如果newgrad打工，估计能去的唯一公司就是openai了。  ,2023-11-22 13:17,1,0,0
我觉得对我来说，最着急的是那种资源往上堆还没用的那种小孩。说实话这是现实生活中的大多数情况，有些人就是天生不配，无法优秀。我一般碰到有潜力会听话的小孩也会尽量帮。我后来发现有这个能力吸收的小孩才是稀有物种。  ,2023-11-25 15:38,11,0,0
为什么我是个亚逼，虽然我父母不是典型的亚逼父母，但是我有典型的喜欢打压我的亚逼朋友。而且我麻木n多年，现在想到很多伤害没有及时跳起来，很后悔。  ,2023-12-02 09:22,4,0,0
曲姐连麦的这个女的搞得破鞋是做啥的，为啥一千五个员工月盈利才三百个，什么行业啊。  ,2023-12-06 02:23,2,0,0
我真的觉得很搞笑，一些人花一千多刀去合租，环境极其脏乱差，然后花几千美金，他房租的三五倍，去买一个品种猫，然后猫必然就死了。你这是在做什么  ,2023-11-28 07:35,7,0,0
给我买  原图 ,2023-11-06 05:23,4,0,0
:我学计算机这个事情，真的是误打误撞。初一的时候，因为我觉得自己天生就是个电脑盲，对电脑一窍不通，原本是想学怎么去做ppt，然后就让我妈去青少年宫给我找一个班上。然后那个ppt课的老师，她问了我是什么学校的，结果就说你要不要来我家里学，我就这么被弄过去了。后来才知道她家里一大堆我们学校的人，因为我们学校是著名的理工院校，她一碰到我们学校的人就一个劲的搂。我原本想的是做ppt来解决上课作业的问题，没想到第一节就是让我们安free Pascal，我就觉得莫名其妙，离我的初衷越来越远。我当时连u盘都不知道怎么插，插反了，半天插不进去。我对编程也没有什么兴趣，但是迫于班上的人都是我认识的，觉得太拉垮面子挂不住，加上平时我在学校排名还是不错的，所以有偶像包袱。当时就想的等我拿个奖就再也不学这个了。参加联赛的时候还碰到电脑死机，当年出题也很搞笑，出题的是个人大的，他把普及组和提高组的题弄反了。我因为电脑死机就做完了第一题，后面就等他们给我修电脑，也没时间做，完了居然混了一个二等奖。编程这件事情我就此别过，高中的时候教练知道我会，还来找我，因为他们校队缺一个女的，我说不去。最后我终于想起这件事情，是本科的时候做生物实验做到绝望，我写了个程序随便跑跑，几秒结果就出来了，顿时觉得我要转行。,2023-11-08 16:55,15,0,0
要裁cloud  原图 ,2023-11-05 16:20,2,0,0
我最近帮我妹租房子才发现安娜堡一个六线城市的价格完全是超英赶美，foundry一个4b4b中的一间，居然接近两千，在三番这种价格也是b溃了。,2023-11-22 15:29,4,0,3
我活到现在才知道check需要在背后签字才能deposit进去。我老公问我你为什么不看看这个钱是不是真的进去了呢？我说我没有检查这个流水的习惯（我也不记得自己把钱花在哪里了）我好崩溃，不是我老公告诉我我手里一堆check都没有进去。别的我已经重新scan了，但是这笔有效期只有90天。我崩溃了。,2023-12-01 14:27,2,0,0
哥大哪些项目水哪些项目不水，我觉得正常的人有点常识就知道，那种拿出来装x的基本都是肚子里没东西的，居然拿spss这种著名的水学院出来讲的人你一眼就不想看了。  ,2023-10-18 09:39,1,0,0
我大哭，我一开始说话不仅很困难，我老公也要开始笑。我好痛苦  ,2023-10-18 11:59,1,0,2
:我自己是父母琴棋书画的鸡但从不指望我发财的那种，所谓快乐教育的鸡，但因为圈子的原因就见过很多鸡娃。围棋全省前六名可以申请国家二级运动员，我本人是小学和高中各拿过一次，小学拿过全省冠军。即使这样我也知道自己天赋不够，更不可能成为职业运动员。到现在也只是二段证书，老师说什么时候你回国考个五段也能上个台面，一直没时间。,2023-11-04 09:37,10,0,4
其实想想一些地方的传统老钟文化还挺有意思的，资产这种东西一般都是一个半保密的信息，对公开是很忌讳的，除非是民主国家的公职人员必须公开，但传统老钟在结婚的时候巴不得把自己的总资产都写在脸上昭告世人。  ,2023-10-23 15:05,5,0,0
我也开始看老高与小茉上头了，没有小茉老高本人哪里会有人愿意看，小茉插嘴是点睛之笔，让老高和我都很舒服。  ,2023-11-09 14:06,6,0,0
我碰到我老板这样的神仙我要感恩戴德。可惜我老板也不愿意收太多学生。  ,2023-11-09 16:00,3,0,1
日向更不知道牛仔可以热胀冷缩让我怀疑她开厂说自己有性生活是不是bluff  ,2023-11-29 02:06,2,0,0
娃姐的粉丝直到今天还被145忽悠也知道娃学的受众都是啥智商水平了。经常在小老百姓里听见他们讲什么“智商崇拜”结果都是智商不高的人，这些人也没见过什么智商高的人。  原图,2023-11-13 03:57,1,0,0
:其实网络刻薄段子，有些是真的 mean，有些是和解自嘲。但那个mean girl文学是必然有现实指代。我只能说自视过高的人现实里混不出来，大概一辈子都会因为梦想和现实的差距充满戾气。解决这个问题，责怪环境和嘲讽鄙视周围的人是没有用的。你看那个人水平也不高，就知道这条路还很远。我经常看到这种对周围戾气很重的人，他们有一个区别是对待工作的态度。如果一个人边骂边拼命干活，工作能力也很好，那他迟早也不会骂了。如果边骂边得过且过，那他这个状态就就会维持一生。,2023-11-15 12:41,11,0,0
最搞笑的是，她痴迷两年的杀猪盘老白男在外面约会受挫给她诉苦，说他想跟另外一个新约会对象aa房费，发了信息就被对方拉黑了。我听到了狂笑，我说不是应该的吗？好不容易听到有人收拾他了。她自己一直都老实跟那个老男的aa房费，还兼听老男人跟她诉苦自己在外约会别的女的不顺  ,2023-10-21 18:05,1,0,0
有些人张口放出来的那个屁也就能看出来他一辈子不可能有什么出息了  ,2023-12-15 05:35,0,0,0
我真的觉得还是只有有利益的大事业单位上真的就是各种乱七八糟的破鞋，见怪不怪了。那种家庭主妇长期在家面对孩子，时间久了连听到别人出轨都要晕了。万一碰到自家人，那绝对脑子嗡嗡了  ,2023-11-30 03:54,9,0,0
我头痛了  ,2023-12-13 11:22,1,0,0
吴跟王关系那么好是不是一起玩过  ,2023-11-24 15:56,1,0,0
:老钟世界里为啥正经婚恋关系不如搞破鞋带劲，因为搞破鞋是真爱，正经婚恋不是真爱。相亲的就光顾着看条件去了，俩人都是性歹力。搞破鞋不一样了，搞破鞋啥都不看，就为了搞那活儿。跟老婆相处23.5小时心不在焉，搞破鞋0.5小时全身心上线，情绪价值拉满。不搞破鞋也不行，每天就指望这0.5小时活着，其他时间全是行尸走肉。,2023-12-06 04:42,17,0,0
林翰至少有钱。我说实话，只要有钱，肯花钱，周围人对你的傻逼之处就会很宽容，甚至也可爱起来了。当然，必须花钱。  ,2023-12-07 12:57,5,0,0
我还记得我第一次见我老公爸妈的时候，很好笑的。当时大家周日跟家人一起出去吃饭，然后他家里人的自我介绍都是：我们都是校友。然后一桌子到奶奶全是校友。很有老钟味了。  ,2023-12-09 19:18,7,0,0
点进去这个dr. 的微博，感觉确实十分性歹力，日向更骂得对  原图 ,2023-12-06 07:35,3,0,0
我以为我活过了11月,2023-12-01 13:49,0,0,0
亚洲porn如果标题里面有外敷，一定是“邻居家的”外敷  ,2023-12-06 06:04,1,0,0
不要看我在网上屌屌的样子不过也就是系里得过且过的水平罢了  ,2023-10-27 21:24,4,0,0
小时候夸小女孩漂亮都会说美人胚子，这是对小女孩外貌的最高夸奖。  ,2023-11-13 13:04,3,0,0
:我觉得现在看一些以前所谓的抱小团踩踏别人的鸡娃，觉得真的很蠢没有脑子。譬如其中的上学期间的见到人就爱阴阳怪气羞辱别人的mean girl，被女权警察抓住说她搞雌竞，在朋友圈发小作文大骂，又删除。我觉得她其实确实是媚男，但确实完全不自知。我觉得女的想搞到男的根本不需要在朋友圈发若隐若现的钓鱼照片，这种照片除了吸引上学期间到现在都只能靠手解决性生活的屌丝们，对她想搞的目标群体，所谓不缺女伴的高富帅们根本毫无作用，就是太cheap。吸引屌丝除了作为一种ego booster根本没什么用。但我觉得真的不缺爱的人根本无需通过屌丝的注意来作为ego booster。之所以对别人那么mean，毫无缘由的恶意，不过是缺爱且善妒。我觉得她写小作文大骂雌竞警察确实是冤，她自己都没有想到那一块。当然她光凭感觉和冲动行事，一定也没有清醒意识到自己在媚男，只是觉得这样比较舒服，解决了一些深层的心理需要。,2023-12-19 16:49,5,0,0
我姐小时候也经常说她认识外面的社会人士，学校里有谁欺负我她就让人把他打死。我爱我姐。  ,2023-10-31 15:24,4,0,0
:这么多年参加我爸妈的饭局，有社会地位中年男子携副老婆，或者二老婆出现，这个老婆必然是有正经工作（国企大单位，体制公务员），即使年轻二十岁。从没有见过那种达不溜达不溜。女生如果想要通过从事此类职业，最好就是放弃婚恋想法，老实搞钱。成为法定老婆，即使现实生活中的老头子愿意找差距很大的女性，达不溜达不溜也不现实。这些人比看重你的命都看重自己的面子，你不在乎别人怎么看你，这些男的很在乎别人怎么看他。不可能娶个达不溜达不溜带出去见人。,2023-12-16 16:57,1,0,0
等个外卖超时两小时，我的眼睛已经红了，我已经疯了，我巴不得把那个餐厅老板吃了  ,2023-12-12 05:52,3,0,0
喝了一口Turkish咖啡到现在脑子还是嗡嗡的  ,2023-12-13 12:45,0,0,0
炒饭咋了呀  [组图共3张] 原图,2023-11-28 01:15,5,0,5
喜欢看韩安冉直播。。。虽然网上炒她有多疯但是看她直播说话都觉得脑子挺清醒的。。。。看了好多年了，在国内的时候就开始看她  ,2023-11-07 01:22,4,0,2
给tenderloin homeless居民人均一张中国绿卡  ,2023-11-27 17:18,3,0,0
还有我那个上学期间欺负我的那个女的，她也是想回国找工作，就去求我妈。我妈说我们家就只有我说话有分量，她没这个本事，让她妈来找我。她妈都不信，以为我妈不帮她。我说你们这种段位的人就不会碰到几个贵人的。  ,2023-11-02 02:26,12,0,7
我今天输出很多实际上是因为心情不好辗转反侧看了很多让人难受的东西  ,2023-10-31 17:11,2,0,0
我觉得听这么久曲姐连麦觉得曲姐人品还没有出现过华点  ,2023-10-27 19:58,2,0,0
指哪打哪儿，打哪儿成哪儿  原图 ,2023-10-31 16:35,3,0,2
所以我跟很多跨种族couple不一样，我很多朋友都是鸡老公，我是老公鸡我。我朋友经常抱怨老公鸡不动，我们家就是老公抱怨鸡不动我。而且我老公以后还会鸡娃，我已经想好了，以后我老公要是鸡娃，我就跟娃串通起来反被鸡。  ,2023-11-11 06:35,7,0,3
我去找n年前的i20才发现这个冷知识，2015年六月前的i20跟现在的并不一样以为是野鸡i20  原图,2023-10-16 17:21,1,0,0
智商不高的女的有什么危害？智商不高的女的只会去曲姐连麦。智商不高的男的就回去虐待动物  ,2023-12-15 04:05,2,0,0
比利周也中弹了（还点赞比利周  [组图共2张] 原图,2023-11-15 11:43,6,0,3
好  原图 ,2023-11-29 13:12,6,0,2
我的passive aggressive：连续上班半年，老板不给credit，我就不上班了。我爸当年也是混大单位，跟领导儿子干架被穿小鞋，干脆不上班了。  ,2023-11-14 03:53,5,0,2
:看了曲姐这期连麦的这些没有一技之长专门靠男人吃饭的女的，我觉得这些女的真的不适合吃这碗饭。上中学期间倒是很常见到一些谈恋爱跟换衣服一样的一些女生，很多成绩也非常好的，现在也不靠男人吃饭的，那些人反而很容易吃这碗饭。那些人真的是天生会谈恋爱而且天生桃花运好，而且每谈一次都能搞到好处，就算没好处也可以满足虚荣心，给她添砖加瓦了。,2023-11-15 06:32,5,0,0
确实把dr放在id里的都挺性歹力的。我老公爸妈前段时间还在开玩笑，说以后写信要把我怎么称呼，我说随便吧。然后他们提到一个认识的熟人，好像是上了两年药学院的，不算是真正的dr.但是这人写贺卡的时候没有称呼他dr他就发飙了。我老公他爸结论是他比较自卑所以对这个很敏感。  ,2023-12-06 07:47,3,0,0
我有时候觉得心理空虚的时候就会重训。  ,2023-12-04 02:18,1,0,0
这条短时间这么多赞表示得到了人民群众的广泛呼应但影响不好，决定减小影响  原图 ,2023-12-06 13:02,17,0,1
我倒霉之中的万幸是：还没死；爱的人还没死；  ,2023-11-04 17:28,9,0,0
我笑拥了  [组图共2张] 原图,2023-11-01 16:47,1,0,0
我爸是会嘴上说我要找人把他打死但如果找人的时候有困难就会说我们还是算了吧。  ,2023-10-31 15:27,0,0,0
北京出生的人我发现凡是智商超过一定的线就不会有那个典型的北京土著的样子也不会拿户口自居。然后智商到达某个线以下的本地人就会生出很多林翰和西城大妈。  ,2023-12-07 14:15,7,0,3
好多女的就是信娃，被送了人头然后骂娃，说实话这种东西让我从知道的第一天就蛮恶心的，我关注到今天就是想看看啥时候这种思想能完蛋。  ,2023-11-30 15:42,3,0,0
贝克汉精神犹太行为  原图 ,2023-12-16 10:01,0,0,0
吃醋了  原图 ,2023-11-17 00:17,3,0,0
好多那种什么都没有的死人账号，都是什么人在弄？上网的目的是什么？  ,2023-11-21 06:32,6,0,4
我再次沦为免费技师这个狗一旦你停止摸他，他就转头看向你示意你继续摸  [组图共2张] 原图,2023-11-20 02:32,13,0,2
我目前碰到的唯一一个女的找了男家里蹲还混得好的，就是以前我妈单位上的一个捞女。这个女的非常了得。但我混这么多年除她以外没有见过另外能过得好的女的。  ,2023-11-25 11:48,8,0,3
又读新闻其实运气不好，我老公高中满绩加legacy也被学校拒了。我感觉白人这种事情不多主要是不那么在乎。  原图 ,2023-10-11 15:32,4,0,0
好可怕，这个吴彦祖哥怎么视奸我，一看莫名其妙的转发点进去很眼熟，结果是这个三十年党龄的吴彦祖哥  [组图共4张] 原图,2023-10-18 08:12,3,0,1
吴彦祖哥不要跟这么紧！我们中年已婚妇女很害怕  ,2023-10-18 08:15,0,0,0
网上话多的，视奸别人的，发私信骚扰的男的，没有一个是帅的。  ,2023-10-18 08:32,10,0,0
咱虽然渣但渣不到哪儿去。咱绝不偷偷摸摸  ,2023-11-01 08:25,0,0,0
上次还听曲姐一个连麦，一个yc女的很得意洋洋的说，自己可能是特别“优秀”，平时碰到很多“贵人”，再进一步一听，所谓“贵人”是在她面前炫富吃穿用度很好的人。曲姐说她帮了你什么吗？结果连联系方式都没有，还问曲姐怎么贴上去这个“贵人”。笑死我了。  ,2023-11-23 05:13,4,0,0
微博也真是蛮好玩的，一群人其实就是在做违法的东西，就是灰产，还声音挺大搞上热搜，真不怕自己哪天死得连埋的地方都没有。以为没有人盯着你一样，这不傻x。  ,2023-11-28 01:59,3,0,0
曲姐这种职业表演的就是直播的dress code经常出来，给你一种吓你一跳的耳目一新的感觉，吸睛。（当然知道是故意的，他私底下不这么穿  ,2023-10-14 17:18,3,0,0
:哥大水硕子有啥光环，男的不勒你说明也没光环，找工作二十万说明hr也不看你光环（十年前我小姨就跟我说发现到处都是哥大水硕子，公司hr看到直接哥大硕子都直接pass了）自己其实没光环，非要觉得自己有光环，就只有你自己吃你自己的光环。看中光环的宿命是被白劈，结果你谁都没劈到，反而被自己的猪头猪脑劈了。建议别了。,2023-12-10 04:30,2,0,0
曲姐聊的很多东西，没有一定社会经历，不是在社会中上层的女性说实话真的是听不懂。不仅听不懂，根本无法理解，还会大惊小怪，认为是虎狼之词。接受现实和真相是很残忍的，但同样接受不了这个，就进不了上层的圈子，只能在底层混沌的活着。  ,2023-12-16 14:54,7,0,0
找了一圈芭比娃娃全是黑黄皮  原图 ,2023-11-23 06:19,1,0,0
谁牛逼  原图 ,2023-11-14 01:48,3,0,0
我要是不转码，今天死的就是我  ,2023-11-08 19:45,6,0,0
我觉得那种美国人喝咖啡口味能这么重，那中药估计也能当茶喝。  ,2023-12-13 10:23,1,0,0
富二代要钱跟捞女要钱是一样的，本质上都是要听他的没死就不是你的。  ,2023-10-12 00:52,4,0,0
老婆在千里以外对老公施法  ,2023-10-11 15:17,2,0,0
笑死  [组图共2张] 原图,2023-11-01 15:29,1,0,0
我现在没有工作，也很贫穷，但我的头颅昂扬并依然觉得自己很金贵，因为我花过我爸很多钱，我活到今天的成本很高。  ,2023-10-11 08:42,16,0,0
:很多女的不是真的糊涂，就是经历少了，接触了一些很垃圾的思想，家里没有教育，年纪小，不要说会做人了，都没有开始学做人。这种潜移默化的原则和做人的教育家里从小到大是没有的。曲姐连麦最近这期，好多这样的，还有一个我听了特难受的女的，是个精通几国语言的，不知道哪里学来的（应该是喜欢跟那种很low的圈子混），动不动就开价，喜欢把男的对她的性骚扰当成人家对她的好感，全部谈成了卖，然后她还不是真的想卖，因为家庭条件也没那么差也不至于，她就是稀里糊涂变成了卖，对男的对她语言骚扰完全没有被冒犯的感觉，她还开价。我觉得她谈成这样一定是有人教的，就是跟她那些圈子学的，那种给她介绍男的的姐妹好多自己都是实际上就是拉皮条的，怎么跟这些人混在一起的也是服了。菜菜在家鞭打小小菜，教育他不要欺负弱小，这种对三观和原则的教育在哪里都是需要的（虽然不至于打。小小菜欺负弱小不该，菜菜打小小菜也是一种欺负弱小,2023-12-11 15:24,14,0,0
